Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Machine Learning Engineer,"$74K-$128K
(Glassdoor Est.)","ABOUT BARK

BARK is a company building products, experiences, and entertainment for dogs and the people who love them. The lasting brand that Disney has built for kids and families, BARK is building for the fast-growing market of dog people.

We launched in 2011 with BarkBox, a monthly themed subscription of all-natural treats and clever toys. Since then, we've become the fastest growing pet company and have shipped more than 70 million toys and treats to the dogs across the world. We have also expanded to new areas including preventative health, and food. Our ambition-level is high, the opportunity is huge, and our love for dogs is through the roof!

WHO WE'RE SNIFFIN' FOR

We are looking for a dog loving Machine Learning Engineer to help BARK drive improvements in performance by effectively applying statistics, math, and machine learning to BARK's unique business, product, and technology challenges.

DOODIES

Here are the main projects we envision you working on:
Leveraging BARK's rich text data to find new insights and train NLP/NLU models
Contribute high quality code to BARK's production machine learning frameworks
Designing experiments and applying appropriate statistical inference methods to interpret historical data and drive decision-making
Simulation and modeling of churn, revenue, and engagement
In addition, you'll work with Data Engineers, Data Analysts, Product Managers, and fellow Data Scientists on a close-knit team. You'll be trusted to provide expertise, organize and summarize insights and results for business partners, and collaborate throughout the organization as needed.

REQUIREMENTS
Advanced degree (Master of Science or Engineering, or Ph.D.) in Machine Learning, Computer Science, Statistics, Math, or Engineering *OR* 6+ years experience as a full-time Data Scientist / ML Engineer
2+ years of experience applying machine learning in a full-time role
4+ years of experience writing code, 2+ years in Python
Experience building NLP/NLU models
Experience with text data analysis
Experience actively contributing to a production codebase
Strong written and verbal communication skills
Passion for learning and proven ability to deliver high-value data science projects
Strong data manipulation skills with multiple data sources and high dimensionality
Comfortable with version control, relational databases, big data tools, AWS, and visualization libraries
BONUS POINTS

These are not prerequisites, but here are some things that would stand out to us:
Strong competency in SQL (we use Redshift and Postgres)
Skilled in presenting and visualizing results for a business audience
Knowledge of computer vision algorithms
Knowledge of recommender systems
Data science experience with consumer goods data and/or subscription services
Experience with Kubernetes
Experience working in a startup environment",2.9,"BARK
2.9","New York, NY",-1,201 to 500 Employees,2011,Company - Private,Pet & Pet Supplies Stores,Retail,Unknown / Non-Applicable,-1
Business Intelligence Analyst,"$41K-$83K
(Glassdoor Est.)","Business Intelligence, Mortgage SalesWho Are We?Spring EQ was founded on a mission to help homeowners unlock the value of their home by providing visibility to its worth, and quick access to that equity. By surrounding ourselves with some of the brightest minds in the industry, we constantly improve the mortgage loan and home equity loan experience for our customers. At Spring EQ, we encourage innovative ideas, embrace the latest technology and strive to simplify the processes we use to accomplish our goals.As a company, we believe positivity propels productivity and creativity, simply put – we like to have fun while working hard to get the job done! We recognize the importance of a strong company culture and foster an environment of creativity and professionalism.Innovation is at the heart of everything we do at Spring EQ. While working in a fast-paced, entrepreneurial environment, you are given the opportunity to collaborate with co-workers to make every customers interaction with Spring EQ a great one.Candidates must possess a strong sense of urgency with an ability to work in a team environment, maintaining excellent organizational, and communication skills.Essential Duties and Responsibilities* Build, manage, distribute and communicate daily sales trends/results through Excel reporting* Project Management for the Sales team* Assist in production of recurring operational reports* Data exploration to identify high impact business levers* Train sales managers and mortgage loan officers how to use reporting data to improve resultsQualifications* Bachelors Degree in Business required* 3 to 5 years relevant work experience preferred* Excellent Advanced Excel skills* Experience in data analysis and visualization tools such as Tableau is a plus* Effective communicator with ability to translate between technical and non-technical roles* Leans into projects, takes a high level of initiative and is driven to chart their own course* High level of organization skills* Self-starter with ability to solve open ended business challenges* Strong interpersonal skills needed for training* A strong desire to build, create, and innovate processes* Passionate team member; collaborative; cultivates an energizing environment* Contributes to a culture of innovation and continuous improvementTime is money – At Spring EQ we recognize the importance of working with a sense of urgency. Ideal candidates will possess the ability to thrive in a fast-paced, team-oriented environment.Spring EQ values personal excellence, integrity and accountability – we need candidates who demonstrate these qualities in their everyday lives.Spring EQ is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all team members.Job Type: Full-timeJob Type: Full-timePay: $0.00 per hourBenefits:* 401(k)* 401(k) matching* Dental insurance* Disability insurance* Employee assistance program* Employee discount* Flexible schedule* Flexible spending account* Health insurance* Life insurance* Paid time off* Referral program* Vision insuranceSchedule:* Monday to FridayExperience:* Data Analysis Skills: 1 year (Preferred)* Excel: 2 years (Required)* Business Intelligence: 1 year (Preferred)Education:* Bachelor's (Required)Location:* Philadelphia, PA 19104 (Required)Work authorization:* United States (Required)Work Location:* One locationCompany's website:* www.springeq.comBenefit Conditions:* Waiting period may applyWork Remotely:* Temporarily due to COVID-19",3.7,"Spring EQ LLC
3.7","Philadelphia, PA",-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Associate Enterprise Data Analyst,"$42K-$72K
(Glassdoor Est.)","*** Please note, Remedi SeniorCare does NOT provide visa sponsorship****
Remedi SeniorCare is looking for an energetic IT professional to become a part of the Enterprise Data Analytics department. This person will work on a small team that will work directly with the business at all levels in developing reports and maintaining an operational data store that is critical to the ever changing business needs.
This person should be self-motivated, organized, and have strong communication skills. This role requires frequent interactions with the corporate executive team to design enhancements to our systems and create reports.

Identify key reports providing metrics for financial analysis and business operations (75%)
Work with stakeholders to develop and document reporting needs in user stories for iteration work (25%)
Utilize standard templates to translate user requirements into technical specifications in a clear manner for developers and QA.
Create workflow diagrams and technical diagrams to provide direction to developers, QA, and data architect.
Document and communicate changes, enhancements, and modifications of business requirements – through written documentation – to project managers, developers, and other stakeholders so that issues and feasible solutions are understood.
Proactively identify data discrepancies and quality issues; work to ensure data consistency and integrity with subject matter experts and data architect.
Become a SME in our data and reports so that stakeholders can understand information presented
Assess source data and identify anomalies, gaps, and lack of conformity
Design, test, validate, and publish key business intelligence reports out of Qlik
Supporting initiatives for data integrity and normalization
Work with management to prioritize business and information needs
Gather user requirements via interviews, questionnaires, surveys, workflow storyboards, use cases, scenarios, and other methods.
Analyze and verify data requirements for completeness, consistency, comprehensibility, feasibility, and conformance to data governance standards.
Conduct peer and stakeholder reviews of business requirements to ensure that specifications are correctly interpreted.
Develop report prototypes based on the user requirements.

Excellent listening, interpersonal, written, and oral communication skills.
Experience with relational databases – concepts and querying – Microsoft SQL Server and BI Stack preferred
Proficient with Microsoft Excel and other Office components
Experience with database reporting tools, Microsoft SSRS preferred
Strong analytical skills to understand and process complex data and then communicate to end users
Work experience as a data analyst or in related field
Ability to understand complex database design/structure with limited documentation
Ability to work with business users at all levels of the organization to gather requirements, document processes and create technical specifications
Ability to translate technical concepts into requirements.
Ability to work in a Scrum environment with formal iterations
Proven experience with business and reporting requirements analysis, elicitation, modeling, verification, and test case development.
Prior data visualization software experience a plus but not required (Qlik, Tableau, etc.)
Strong desire to learn new technologies",3.3,"Remedi SeniorCare
3.3","Towson, MD",-1,1001 to 5000 Employees,2002,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
Machine Learning Engineer,"$81K-$148K
(Glassdoor Est.)","This is Us:
We have a bold vision to connect 25 million vehicles by 2025.
Our customers come first. We lead through innovation. We win as one. We act with integrity.
We adhere to our brand promise – to make the complex simple, the future predictable, and our customers successful.
With nearly 4 million connected vehicles today, Spireon is an exciting player in the growing Connected Car and Internet of Things (IoT) technology categories. We help people and businesses track and protect their most important assets with vehicle intelligence solutions that gather Big Data and provide the critical insights with easy-to-use dashboards and apps.

This is You:

We are looking for a Machine Learning Engineer to design and build Convolutional Neural Networks for Smart Sensors. Spireon develops computer vision based smart sensors to detect environment and reports for the transportation sector. As a Machine Learning Engineer, you will implement CNN algorithms to run on smart sensors.. You must be able to work across multiple teams to ensure project objectives are met.

Responsibilities:
Design and develop algorithms for challenging vision classification and detections problems
Research and develop statistical learning models for data analysis
Implementation of Computer Vision and ML algorithms
Collect data and analyze real world data
Deploy ML systems (inference at the edge), monitor metrics
Prototyping ML algorithms
Collaborate with Product Management and Engineering departments to understand company needs and devise possible solutions
Keep up to date with latest technology trends
Communicate results and ideas to key decision makers
Requirements:
Must have solid foundation general machine learning systems
Must have experience in Convolutional Neural Networks Classification, Object Detection, Segmentation.
Must have experience in Computer vision, image processing.
Must have Programming / scripting experience with languages such as Python
Must have experience working with machine learning frameworks and libraries (TensorFlow, Keras, PyTorch, scikit-learn)
Highly Desired: Programming language experience with C / C++
Highly Desired: Experience with Embedded systems
Highly Desired: Experience with OpenCV
Experience working with AWS Sagemaker
Experience working with AWS S3
Rewards:
Winner of 2019, 2018 IoT Innovator Awards & 2017, 2018 Stevie Award for Customer Excellence
Work with the Best and Brightest Technical Talent
Stable, High Growth and Profitable Company
Comprehensive Benefits (Medical, Dental, Vision, 401K Plan)
Wellness, Professional Development and Spireon University
Virtual Happy Hours, Team Building Events, Hackathons
Employee Discounts on Spireon Products and Services",3.8,"Spireon
3.8","Irvine, CA",-1,201 to 500 Employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
Transportation Data Analyst III,"$55K-$94K
(Glassdoor Est.)","About the Opportunity
The Transportation Data Analyst III is responsible to develop and maintain data analytics to measure and drive outstanding service and financial performance of the transportation and customs compliance network, across the United States, Mexico and Canada. Ability to work in a fast pace environment; partnering with management and team members to develop dynamic analytics within transportation and customs compliance that will guide continuous business improvement decisions to optimize service and financial performance.
Responsibilities
Engage with leadership and team members within transportation, customs compliance, and cross functionally, to create data analytics around key performance and financial metrics to identify data driven business decisions.
Create, develop and manage analytics using Excel, SQL and Tableau.
Analyze, model, mine, and interpret data generate new ideas through a deep understanding of the data, supply chain, customers and business.
Manage large databases that include data from various sources.
Translate data into actionable insights.
Manage report data quality, stability, scalability and trustworthiness over time.
Conduct exploratory analysis for improvement opportunities in business areas not actively monitored by stakeholders.
Present business insights, data, and KPI’s to team members and leadership.
Oversee the process to pay carriers weekly, and perform month end reporting.
Develop and implement SOP’s to effectively manage data and reporting.
Candidate Profile


Bachelor’s degree in Supply Chain/ Logistics / Business Analytics with 3+yrs years’ experience in supply chain, logistics and/or transportation / customs compliance.
Excellent oral and written communications skills with the ability to communicate professionally and effectively at multiple levels both inside and outside of the organization.
Highly proficient with Tableau, SQL, and Microsoft Office applications, including Excel, Word, Power Point and Outlook.
Strong track record of performing high impact business analysis and building useful data tools with tangible business results.
Strong storytelling – interpreting insights into a concise and compelling story others can embrace.
Possess a thorough understanding of transportation finance, operations, internal systems and network functions.
Complete tasks and projects in an accurate, timely, and efficient manner.
Ability to thrive in a fast paced, and collaborative environment with a diverse group of individuals.
Bilingual – English/Spanish preferred.
Perform other duties as assigned by Driscoll’s management.
Driscoll's",4.2,"Driscoll's
4.2","Watsonville, CA",-1,1001 to 5000 Employees,1900,Company - Private,Food Production,Agriculture & Forestry,$2 to $5 billion (USD),-1
Data Scientist,-1,"Company overview:
For more than three decades, Pragmatics has provided clients with award-winning customer service and expert solutions to complex challenges. Since 1985, Pragmatics has maintained a sterling reputation as a trusted, capable and innovative solutions provider.
Pragmatics’ industry-leading experts currently deliver high-impact solutions to a portfolio of 25 major information technology contracts with a range of Defense and Civilian Agencies. These include the Defense Information Systems Agency; the Departments of the Army, Health and Human Services, Homeland Security, Justice, State, and Treasury; the Federal Deposit Insurance Corporation; the General Services Administration; and several intelligence agencies. Pragmatics is proud of its ability to support our clients in achieving success in their important missions, and we look forward to continuing to provide them with the highest level of service.
Our team is what makes Pragmatics great. At Pragmatics you'll work beside some of the smartest and most accomplished staff you'll find in your career. Pragmatics offers fantastic benefits and an amazing workplace culture where you will feel valued while you perform mission critical work for our government.

Would you like to perform rewarding work while contributing to the success of an established growing company? Pragmatics, Inc is seeking a Data Scientist to support our work with the US Navy located in Suitland, Maryland.

You will play a key role within a small data science team. We're looking for hands on experience developing solutions for complex data science problems using Python, R, Hadoop, and Greenplum (or other Massively Parallel Processing solutions).
REQUIRED SKILLS:
Bachelor’s Degree in a quantitative or technical field of study, such as Statistics, Mathematics, Computer Science, or Geospatial Information Systems
3 years’ experience integrating data mining, conditioning, and analysis that includes the use of current data analysis software and methods
Demonstrated problem solving skills
Demonstrated presentation skills for conferences, including but not limited to presenting at professional or academic conferences

3 years' experience in ESRI ArcGIS
3 years’ experience developing scripts, APIs, and/or programs using 1 or more of the following: C++, Java, Shell, Perl, Python
3 years’ experience programming in Python, C++, R, or Interactive Data Language (IDL)
1 year experience working with geospatial data or imagery data
1 year experience working with database structures and query tools
2 years' experience in technical writing for analysis reports
Value added to M.S. degree or higher holder
CLEARANCE:
Must have Active Top Secret Clearance with SCI access, US Citizenship is required
Pragmatics is an Equal Employment Opportunity Employer. Pragmatics prohibits discrimination against employees and qualified applicants for employment on the basis of race, color, religion, sex (including pregnancy), age, disability, marital status, national origin, veteran status, or any other classification protected by applicable discrimination laws. Pragmatics will make reasonable accommodations, in appropriate cases, for qualified individuals with disabilities, if it can do so without undue hardship.",3.1,"Pragmatics, Inc.
3.1",United States,-1,201 to 500 Employees,1985,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
Machine Learning Engineer,"$74K-$128K
(Glassdoor Est.)","ABOUT BARK

BARK is a company building products, experiences, and entertainment for dogs and the people who love them. The lasting brand that Disney has built for kids and families, BARK is building for the fast-growing market of dog people.

We launched in 2011 with BarkBox, a monthly themed subscription of all-natural treats and clever toys. Since then, we've become the fastest growing pet company and have shipped more than 70 million toys and treats to the dogs across the world. We have also expanded to new areas including preventative health, and food. Our ambition-level is high, the opportunity is huge, and our love for dogs is through the roof!

WHO WE'RE SNIFFIN' FOR

We are looking for a dog loving Machine Learning Engineer to help BARK drive improvements in performance by effectively applying statistics, math, and machine learning to BARK's unique business, product, and technology challenges.

DOODIES

Here are the main projects we envision you working on:
Leveraging BARK's rich text data to find new insights and train NLP/NLU models
Contribute high quality code to BARK's production machine learning frameworks
Designing experiments and applying appropriate statistical inference methods to interpret historical data and drive decision-making
Simulation and modeling of churn, revenue, and engagement
In addition, you'll work with Data Engineers, Data Analysts, Product Managers, and fellow Data Scientists on a close-knit team. You'll be trusted to provide expertise, organize and summarize insights and results for business partners, and collaborate throughout the organization as needed.

REQUIREMENTS
Advanced degree (Master of Science or Engineering, or Ph.D.) in Machine Learning, Computer Science, Statistics, Math, or Engineering *OR* 6+ years experience as a full-time Data Scientist / ML Engineer
2+ years of experience applying machine learning in a full-time role
4+ years of experience writing code, 2+ years in Python
Experience building NLP/NLU models
Experience with text data analysis
Experience actively contributing to a production codebase
Strong written and verbal communication skills
Passion for learning and proven ability to deliver high-value data science projects
Strong data manipulation skills with multiple data sources and high dimensionality
Comfortable with version control, relational databases, big data tools, AWS, and visualization libraries
BONUS POINTS

These are not prerequisites, but here are some things that would stand out to us:
Strong competency in SQL (we use Redshift and Postgres)
Skilled in presenting and visualizing results for a business audience
Knowledge of computer vision algorithms
Knowledge of recommender systems
Data science experience with consumer goods data and/or subscription services
Experience with Kubernetes
Experience working in a startup environment",2.9,"BARK
2.9","New York, NY",-1,201 to 500 Employees,2011,Company - Private,Pet & Pet Supplies Stores,Retail,Unknown / Non-Applicable,-1
"Research Scientist, Gene Editing",-1,"Apply

Description

Position Summary

Poseida is seeking an outstanding candidate to join our Genetic Engineering team. The Gene Editing Scientist will play a key role in expanding use and capabilities of our Cas-CLOVER platform.

Responsibilities

These may include but are not limited to:
Expand our proprietary gene editing platform to develop new tools and/or applications for specialized and enhanced implementation in gene therapy, gene editing, and CAR-T therapeutics.
Apply your strong background in molecular biology, enzymology, RNA-guided nucleases (RGNs), and/or TALENs to develop new gene editing tools in cell culture models for use in ex vivo and in vivo therapies.
Work in a highly collaborative, cross-functional team environment to perform experiments in the lab, analyze results, and communicate findings in team meetings
Keep current on trends, new products and technologies in gene editing, knock-ins, and especially RGNs.
May manage 1 Research Technician or Research Associate

Requirements

Requirements, Knowledge, Skills and Abilities
PhD in molecular biology, cell biology, or related field with 0 plus years of hands-on experience with CRISPR/Cas9/Cas12/Cas13, TALENs, or prime editing (an equivalent combination of education and experience may be considered). Experience with RGNs is preferred.
Prior experience with in vitro non-viral gene delivery (transposon, episomal, or nanoparticle) is required
Demonstrated expertise in culture and genetic manipulation of primary cells/organoids or immortalized cell lines
Previous experience with functional assays used for measuring success of gene editing/knock-in/knock-outs (e.g. via live cell reporter assays, cellular phenotypes, or next-generation sequencing).
Intimate knowledge or direct experience using directed evolution strategies in either eukaryotic or prokaryotic contexts is a plus, although not required.
Intimate knowledge or direct experience with computational/bioinformatics tools used for NGS analysis and proficiency with computer languages (such as R, Python, C/C++, Java, JavaScript) is a plus, but not required.
Proficiency with multi-parameter flow cytometry, cell sorting, and FACS analysis software is a plus.
Prior experience with plasmid (viral or non-viral) library preparation and amplification is a plus.
Previous experience with gene therapy and culture and manipulation of hHSCs, hPSCs, or T cells is a plus.
Must possess excellent oral and written communication skills",4.1,"Poseida Therapeutics
4.1","San Diego, CA",-1,51 to 200 Employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
Revenue Data Scientist,"$62K-$105K
(Glassdoor Est.)","Wednesday, August 5, 2020

FLEETCOR is seeking a Revenue Data Scientist to support the North America Fuel business product, pricing, and leadership teams with insights gained from analyzing business data. The position will be located in FLEETCOR’s Atlanta headquarters in Buckhead, GA, being a key member of North America Fuel Revenue Management team.

The ideal candidate is adept at using large data sets to find opportunities for business model and process optimization and using models to test the effectiveness of different courses of action. The candidate must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. He/she must have a proven ability to drive business results with their data - based insights and must be comfortable working with a wide range of data types and requests, including financial and non-financial data. The right candidate will have a passion for discovering solutions hidden in large data sets and improving business outcomes.

The Ideal Candidate
Bachelor's degree in Computer Science, Statistics, Applied Math, Finance or related field required, Master degree preferred;
3-5 years of practical experience with data processing, data mining, statistical analysis and other analytical skills under business environment required.
Extensive experience querying databases and using advanced statistical techniques (R, Python, SLQ, SAS, etc.) to manipulate data and draw insights from large data sets;
Knowledge and experience of a variety of machine learning techniques (clustering, decision tree learning, neural networks, etc.) and their real-world applications.
Advanced analytical and problem solving skills and ability to explain complex concepts succinctly and effectively
Experience in creating, visualizing and presenting data and insight using Tableau
Excellent oral and written communication skills including ability to present to and influence senior and executive management.
Highly adaptable and comfortable with ambiguity. Ability to breakdown broad objectives in to tactical goals and effectively communicate to team.
Personal Attributes
Creative problem solver: the ability to quickly grasp the business issues of a situation and develop the best solution; find creative ways to solve complex issues among demanding parties and achieve “win-win” resolutions
The ability to deal with ambiguity and adapt easily to rapidly changing business conditions
Comfort working in a dynamic, research-oriented group with several ongoing concurrent projects
Ability to design and strategize as well as execute and implement
Results focused; Accountable, strong sense of ownership
Energetic and positive contributor who can fit into a highly motivated and high performance team.
Unquestionable Independence and Integrity: an individual regarded as having strong principles and adhering firmly to those principles.
Team-Oriented: a collaborative individual who is motivated by working effectively with others and forging consensus
Strong interpersonal skills and relationship management

About the Company:

FLEETCOR Technologies, Inc. (NYSE:FLT) is a global leader in business payments. We simplify the way businesses manage and pay their expenses. Our portfolio of brands help companies automate, secure, digitize and control payments to, or on behalf of, their suppliers and employees. Our payment solutions cover four primary expense categories: Payables, Tolls, Fuel, and Lodging. We serve businesses, merchants and partners in North America, Latin America, Europe and Asia Pacific. For more information, please visit FLEETCOR.com.

Founded in 2000 and headquartered in Atlanta, Georgia, FLEETCOR generates more than $2.6 billion in revenue. We employ more than 8,000 valued associates worldwide.

FLEETCOR enjoys global recognition including:
Forbes Global Growth Champion – FLEETCOR is one of the 250 fastest growing companies in the world as determined by Forbes and Statista
Forbes World’s Most Innovative Companies – FLEETCOR has made this prestigious list of leading innovative companies 4 years in a row!
Fortune 1000 Company – FLEETCOR was one of the largest movers in the new rankings of the largest companies in America, ranking #872
S&P 500 – In 2018, FLEETCOR joined the S&P stock index comprised of the 500 leading US stocks based on market cap (company value)
FLEETCOR has a culture founded on integrity, collaboration, innovation, execution, and people. This offers each employee the opportunity to ‘thrive & grow’ through career development, volunteer, community, and wellness initiatives, which allows each individual to create a balance between professional goals and personal achievement.



FLEETCOR’s COVID-19 Hiring Guidelines:

Due to COVID-19, some of our employees are temporarily working from home. In addition, FLEETCOR implemented a virtual interviewing and hiring process, engaging with talent by phone or video and onboarding new employees remotely. We value the safety of each member of our community because we know we’re all in this together.

Equal Opportunity/Affirmative Action Employer:
If you need a reasonable accommodation for any part of the employment process, please contact your local Human Resources Business Partner and let us know the nature of your request and your contact information. Requests for accommodation will be considered on a case-by-case basis. Please note that only inquiries concerning a request for reasonable accommodation will be responded to.

For more information about our commitment to equal employment opportunity and pay transparency, please click the following links: EEO and Pay Transparency.

Other details
Job Family
Analyst
Job Function
Analysts
Pay Type
Salary
Employment Indicator
Employee
Required Education
Bachelor’s Degree",3.8,"FLEETCOR
3.8","Atlanta, GA",-1,5001 to 10000 Employees,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1
Machine Learning Engineer,"$74K-$130K
(Glassdoor Est.)","Machine Learning Engineer

Temboo is home to environmentalists, technologists, designers, and everyone in between. We believe in empowering all people to use emerging technology to make their own world a better place.

Our no-code platform for environmental engagement helps communities advocate for policy changes, nonprofits assess environmental conditions, cities maintain green infrastructure, and citizens become more involved.

We’re building software that helps people measure, share, and grow their sustainability efforts—and we want you to help! Here’s some things we’re excited about:
Our customers are building a wide range of environmental monitoring applications, from tracking soil moisture in city tree beds to assessing pH levels in octopus farms!
As reported by the New York Times, our platform helps people combine science, sensors, and community organizing to make where they live, work, and play greener. Regardless of background or experience, we provide all the tools needed to measure, engage, inform, and advocate to build more engaged communities, neighborhoods, and environments.
We partner with groups like the Waterfront Alliance, The Grid, and SWIM to lend our support for smarter, more resilient waterfronts and urban communities.
Our software comes pre-shipped in hardware development platforms for millions of devices from companies like Texas Instruments, Samsung, and Arduino.
Our software integrates with over 100 internal and external APIs and cloud services, and we work closely with API providers such as Amazon and Microsoft to make their APIs more accessible.
Temboo has been adopted as a teaching tool by over 150 universities worldwide, in courses ranging from traditional CS and engineering, to digital art and urban data mining.
We’re looking for a curious, skillful engineer to employ machine learning techniques to develop new features and products at Temboo. You will be responsible for leveraging and advancing existing machine learning systems as you apply them to Temboo’s increasingly rich sensor data and device activity dataset. You will lead the design, prototyping and productization of machine learning-based features, and take responsibility for introducing other Temboo developers to machine learning projects.

Your specific technical skill-set is less important to us than your all-around intelligence, problem-solving ability, and eagerness for new challenges. It will be your responsibility to identify and introduce new languages and tools to support your machine learning initiatives.

What You'll Be Doing
Identifying opportunities to apply machine learning techniques to develop new Temboo features, particularly those based on sequence mining
Working with other Temboo engineers to implement machine learning algorithms in an efficient manner
Shipping new features based on your research
Continually observing and refining these features in production to improve behavior over time
Taking responsibility for maintaining our data collection, storage and processing infrastructure

What We're Looking For In You
Proven experience with developing machine learning systems in a professional or academic environment
A deep understanding of the mathematical foundations of machine learning algorithms
Strong computer science fundamentals (notably algorithms and data structures, distributed systems and information retrieval)
Experience with relational database technology e.g., MySQL, and distributed data storage and processing systems e.g., Hadoop
You’re a strong programmer, with experience in both scripting languages and strongly typed programming languages
A willingness to learn and use new technologies, strategies, tools, and components
Strong written and verbal skills, with an ability to explain complex concepts to a varied audience
Experience in a startup environment

Why You Should Apply
You’ll have a high-impact role working with transformative technologies like IoT and Machine Learning
You'll work on exciting technical challenges like designing secure, optimized protocols for communicating with internet-connected hardware, iterating on our data models and supporting architecture to scale to masses of connected devices, and implementing predictive algorithms for generating insights on sensor data sets
You’ll be writing software that people use to make a positive impact on the world
You’ll get wide-ranging exposure to different aspects of the technology and business worlds since Temboo touches hardware & software, multiple layers of the technology stack, and a variety of industries
You’ll be part of a committed, smart, respectful, and fun team
We offer competitive compensation, a casual office environment, and respect for autonomy
Our users are our customers, and they control their own data. We're not selling ads or user data.

2019-08-01
104 Franklin St.
New York,
NY
10013

Full-time

Does this sound like you? If so, send us your resume and a note about why you're interested in working at Temboo. We're looking for people who have passionate interests outside of work as well, so please mention a few of yours in your cover letter.

Check out a customer story that combines community activism and emerging technology to deal with climate change at the hyper-local level.

How To Apply


Email us at jobs@temboo.com, including your resume and a note about yourself (please use “Machine Learning Engineer” in the subject line).",3.9,"Temboo
3.9","New York, NY",-1,1 to 50 Employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Data Scientist with Data Modelling,-1,"Title: Data Scientist with Data Modelling
Location: Remote
Duration: 12 Months Contract

Due to client requirement, Applicants must be willing and able to work on a W2 basis. For our W2 consultant.

5+ years of professional work experience with statistical software (R or Python)
5+ years of professional software programming experience in an Object-Oriented Programming Language e.g. C++, C#, Java.
BS+ in computer science or related fields.
Experience with statistical, predictive modeling, machine learning with big data using tools like R, Python, Hadoop, Scikit-learn
Experience with databases, cloud storage.
Proven ability and experience in using data science, statistical computing, and modeling to improve business KPIs.

Job Type: Contract

Schedule:
8 hour shift
Experience:
Data Science: 5 years (Required)
Data modelling: 3 years (Required)
Work Remotely:
Yes",3.9,"Global Resource Management, Inc
3.9","Redmond, WA",-1,201 to 500 Employees,1992,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
HPC Computational Scientist,"$50K-$86K
(Glassdoor Est.)","Type of Requisition:

Regular

Clearance Level Must Currently Possess:

Interim Secret

Clearance Level Must Be Able to Obtain:

Secret

Suitability:

No Suitability Required

Public Trust/Other Required:

None

Job Family:

Data Science

Job Description:

The Department of Defense (DoD) High Performance Computing Modernization Program (HPCMP) Productivity Enhancement and Training (PET) initiative. PET enhances the capability and productivity of the HPCMP community through training, collaboration, tool and software development, technology transfer, and outreach.

We currently have a position in Dayton, Ohio for a Computational Scientist.

You will join teams of computational experts representing a critical mass of expertise in key areas of support for the HPCMP.

You may support one or more of the following areas:
Computational Fluid Dynamics (CFD)
Computational Structural Mechanics (CSM)
Climate/Weather/Ocean Modeling and Simulation (CWO)
Environmental Quality Modeling and Simulation (EQM)
Forces Modeling and Simulation (FMS)
Integrated Modeling and Test Environments (IMT)
Space and Astrophysical Sciences (SAS)
Signal/Image Processing (SIP)
Duties may include the following:
Software Refactoring to Optimize Performance for Emerging Architectures
High Performance Data Analytics (HPDA): Technical support for customer projects that span the range of computational disciplines that require data analytical tools including, AI and ML.
Emerging Hardware (HW) Exploration: Supporting the evaluation of emerging hardware for potential future use
Technical Skills should include the following:
Expertise in the use of various programming languages used in scientific high-performance computing (FORTRAN, C/C++, Perl, Python), scientific visualization software (e.g., EnSite), and mesh generation software (e.g. Pointwise, GRIDGEN) is also preferred.
Experience with Linux on large scale systems.
Extensive knowledge of HPC and parallel programming techniques (e.g. MPI, OpenMP) is preferred
Bachelor of Science or higher preferred
5+ years Experience with HPC science or engineering programs
Must be a US citizen and be eligible for a DoD clearance
#GDITPRIORITY

Scheduled Weekly Hours:

40

Travel Required:

Less than 10%

Telecommuting Options:

Telecommuting Not Allowed

Work Location:

USA OH Dayton

Additional Work Locations:

We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.

GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.",3.5,"General Dynamics Information Technology
3.5","Dayton, OH",-1,10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),-1
