Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,age,python_yn,sas_yn,aws_yn,spark_yn,rstudio_yn,sql_yn,tableau_yn,xcel_yn,powerbi_yn,State,min_salary,max_salary,Company
Senior Business Intelligence Analyst,57-114,"Blucora has a bold aspiration: we are committed to giving all people the tools needed to lead healthy financial lives - tools often reserved for the wealthy.

We now turn to the next leg, developing the technological tools that make our vision of financial health for all a reality. Atypical for the financial services industry, we take a contemporary approach to strategy and product development that is founded in user insights, rapid testing and a singular focus on driving end-user value.

Since charting new territory on a daily basis is part of everyone's job at Blucora, we've attracted team members who thrive on the challenge, encourage each other, and are passionately committed to the goal. If you agree that problem- solving is a team sport, and feel energized by a good debate, deep dive research, or a fun night out with colleagues, we might be the right firm for you!

Position Summary

The Senior Business Intelligence Analyst is responsible for measuring performance, analyzing customer behavior and trends, and delivering interactive reports to the business to enhance data-driven decisions.

Essential Duties & Responsibilities

The major responsibilities of the position are listed below. To perform the job successfully, the individual must be able to execute each essential duty satisfactorily. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Ability to navigate multiple business lines and draw holistic insights from the tax and wealth management business.
Analyze large data sets of structured, semi-structured unstructured data to discover data insights and collaborate with business partners to deliver business value.
Advanced data visualization (Tableau) and dash-boarding skills to support business decisions, provide recommendations, and evaluate business performance.
Ability to design interactive visualizations that enhance analytics storytelling and communicate business performance.
Prepare and effectively present your findings to business stakeholders, including executive management in a concise fashion.
Support ad hoc business studies/reporting; inform segmentation, territory management, and initiative reporting.
Other job duties as defined.
Education & Experience
Bachelor’s Degree in business, management, accounting, economics, statistics, information science, or similar required.
Minimum of 5-7 years of proven working experience as a data analyst or business data analyst.
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information.
Required advanced experience using analytics/visualization tools (e.g. Tableau, Google Analytics, Adobe Analytics)
Some knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, R, SAS, SPSS, etc.)
Big data analytics experience is desired.
Ability to work independently as well as partner with others and work well within a team.
Strong organizational and time management skills; ability to adhere to deadlines.
Tax Act, Inc is an equal opportunity employer and does not unlawfully discriminate on the basis of race, sex, age, color, religion, national origin, marital status, sexual orientation, veteran status, disability status or any other basis prohibited by federal, state or local law. Tax Act, Inc considers information gathered in the hiring process, including information on this application, confidential, and only shares it on a need-to know basis or as required by law. Please let us know if you need accommodations in order to participate in the application process.",2.9,"TaxAct
2.9","Dallas, TX",51 to 200 Employees,1998,Company - Public,Financial Transaction Processing,Finance,Unknown / Non-Applicable,0,0,22,n,y,n,n,n,n,y,y,n, TX,57,114,"TaxAct
"
Senior Data Scientist,135-210,"Requisition ID # 61001

Job Category : Accounting / Finance

Job Level : Individual Contributor

Business Unit: Strategy & Policy

Job Location : San Francisco

Department Overview

Cost of Service team within the Regulatory Affairs organization of PG&E performs the role of Subject Matter Experts for various Electric and Gas Cost of Service related regulatory filings. To prepare proposals for the regulatory filings, the team undertakes significant data analytics requiring handling of large load, cost and cost-driver datasets to develop cost of service methodologies and models, the results of which are used in revenue allocation and rate design.

Position Summary

The position title is Senior Data Scientist. We are looking for an experienced professional with significant experience in data science and machine learning, to perform exploratory analysis, develop modeling and analytical methodologies, implement, test and validate models and analyses, ensuring appropriate quality control.

Job Responsibilities
Prepare and maintain large and complex cost of service-related datasets that can be used for various cost of service modeling and analyses.
Optimize data storage and query performance; ensure data integrity, cleanliness, and availability; and document data sources, methodologies and test plans/ results.
Demonstrate teamwork to develop robust solutions and to complete the assigned tasks and projects with proper quality control in a timely manner for Cost of Service-related regulatory filings.
Engage experts and stakeholders and collaborate internally and externally to help support PG&Es positions in regulatory filings.
Applies machine learning and other analytical modeling methods to develop robust and reliable analytical models, including visualizations, within PG&Es software development environment.
Identify, design, and implement process improvements by automating and integrating manual processes for greater efficiency and scalability.
Build and maintain cost of service models with proper documentation.
Test and validate models.
Qualifications

Minimum:
Bachelors Degree in Econometrics, Economics, Engineering, Mathematics, Applied Sciences, Statistics or similar quantitative field or equivalent experience.
5 years of experience OR Masters Degree and 3 years, OR Doctorate in
Data science and machine learning including model building, testing and validation.
Python programming in Hadoop, Spark, AWS or other cloud platform.
SQL (Teradata) programming to extract, store and analyze large datasets.
Desired:
Masters degree in a quantitative field of study.
Experience in SAS programming.
Experience in Utility electric load data analysis, cost of service analysis and rate making.
Experience in setting up principal component analysis, clustering, Monte Carlo simulation and optimization algorithms such as linear programming.
Knowledge of finance and economics for electric and gas rate making.
Experience in writing articles, testimonies and making presentations to technical as well as non-technical audiences.
Experience in cross-functional and external collaboration and communication.",3.5,"PG&E Corporation
3.5","San Francisco, CA",10000+ Employees,1905,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$10+ billion (USD),0,0,115,y,y,y,y,n,y,n,n,n, CA,135,210,"PG&E Corporation
"
Analytical Chemist/Scientist for Biologics Group,36-55,"About the Opportunity
Are you looking for a fast paced position in a rapidly growing company? We are seeking an Analytical Chemist/Scientist for our Biologics Group in Ann Arbor, Michigan. We are searching for talented and motivated individuals that would enjoy working in a team oriented, entrepreneurial company.
Job Description and Responsibilities
Learn techniques spanning across the entire spectrum of analytical chemistry from wet chemistry to HPLC, NMR, Mass Spectrometry, FTIR, GC and GC-MS
Perform testing using a variety of technologies including HPLC, LC-MS, GC, GC/MS, Microscopy, FTIR and UV
Execute projects in support of client needs including product deformulation and product development, failure analysis and problem solving, impurity identification, extractable and leachable studies, and structural characterization
Follow all safety requirements including wearing appropriate personal protective equipment
Generate supporting laboratory documentation
Ensure compliance with government rules and regulations (FDA, cGMP, DEA, ICH, OSHA, etc.)
Implement new equipment and processes independently, capable of conducting appropriate qualification and validation activities
Execute projects with minimal supervision
Have the ability to analyze data from the qualitative to the rigorously statistical and defend conclusions based on data
Have the ability to demonstrate strong problem-solving and analytical abilities
Requirements
Experience with analytical method development
Experience with protein mass spectrometry, proteomics (LC-MS/MS or LC-QTOF)
Experience with mammalian cell culture
Experience working with proteins and nucleic acids
Experience with HPLC or FPLC
Effective scientific writer (experience with report writing)
Effective oral presenter (experience with scientific presentations)
Effective time management
Must be a flexible, adaptable, self-driven team player with a positive attitude
Preferred
Hands-on experience with AAV or lentivirus
Hands-on experience with viral transduction assays
Experience with capillary electrophoresis
Experience with GC-MS
Experience with method validation
Experience with MALDI or TOF
Experience with QC method development/validation
Bachelor's degree (preferred)
3-7 years’ experience
Why Work for Us?
Avomeen is a full-service laboratory with unique analytical, product testing and formulation development expertise. Each member of the Avomeen team plays a critical and visible role in delivering high-quality scientific solutions, providing them with an opportunity to directly impact Avomeen’s success and advance their career. We make every effort to reward outstanding performance and provide interesting and scientifically challenging work. In order to ensure the success, development, and growth of our employees, we are committed to offering a variety of training opportunities.
Become Part of our Community
We recognize that our single greatest resource is our people, and our team members choose Avomeen not only to join our scientific knowledge-based community, but also to become part of a collaborative team committed to exemplary science and service to our clients. Successful Avomeen employees have a positive, client-centric outlook, and embody principles of integrity and leadership, as well as creativity, flexibility, and perseverance.",3.8,"Avomeen
3.8","Ann Arbor, MI",51 to 200 Employees,2010,Company - Private,Research & Development,Business Services,$10 to $25 million (USD),0,0,10,n,n,n,n,n,n,n,n,n, MI,36,55,"Avomeen
"
Clinical Data Analyst (RN),40-70,"Description

SHIFT: No Weekends

SCHEDULE: Full-time

At Medical City Plano, we care like family.
Just as a family does, we pull together to care for, support, and celebrate with patients and each other. Are you looking for an employer with many different career options and a people-focused culture? You have come to the right place.

Registered Nurse (RN) - Clinical Data Analyst

Full-time Days


The RN Clinical Data Analyst is responsible for evaluating services delivered by the neuro services departments and personnel based on the hospital mission, vision and goals. Collaborates and coordinates with other department management personnel, for the functions and activities of nursing care performed in the neuroscience department(s) in conformance with recognized nursing techniques and procedures, established standards and administrative policies. Maintains knowledge of group dynamics, strong analytical, organizational and communication skills. Recommends policies, procedures or programs to improve or enhance the quality, efficiency and/or effectiveness of patient care within the neuroscience department(s) in collaboration with the Neuroscience Program Director in a manner consistent with the mission and goals of the organization. The RN Clinical Data Analyst maintains working knowledge of regulatory issues, which impact the health care delivery system. Employee will recognize the population specific needs of the Neuroscience patient and apply the appropriate knowledge, skills and behaviors to meet those needs when performing patient care activities

Join our team and you will experience a total rewards package to support your health, life, career and retirement including:
A supportive and collaborative work environment
Opportunities to progress in function, skill, and pay
A competitive wage scale
Generous tuition reimbursement and clinical certification support
A comprehensive health and wellness package including medical, dental and prescription drug coverage
HCA’s Time Away From Work Program that combines paid time off, disability coverage and leaves of absence (including paid family leave)
We offer a benefits package that will best suit your family’s needs. You can choose from a variety of medical coverage plans that best fit your lifestyle. You also have the option to enroll in additional perks such as our matching 401k, medical and childcare flex spending accounts, life insurance and tuition reimbursement.

HCA is an equal opportunity employer and we value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

There is a real difference at Medical City Plano, and it is evident in the way we touch the lives of those we treat.

Medical City Plano is a full-service; Magnet designated 600+-bed acute care hospital with more than 2,070 employees. As part of HCA Healthcare, we have the resources and clinical expertise necessary to provide exceptional care. Our services include a Level 1 trauma center, comprehensive cancer treatment, advanced surgery including robotic and minimally invasive, orthopedics, heart and vascular care, and complete women and children's services including a high-risk antepartum unit and a Level 3 NICU.

Qualifications
What you need to be
successful:
Bachelor of Science in
Nursing
Certified Neuroscience (CNRN) or Stroke Certified (SCRN) preferred
Minimum of 3 years’ experience working in
neurosciences field

Notice

Our Company’s recruiters are here to help unlock the next possibility within your career and we take your candidate experience very seriously. During the recruitment process, no recruiter or employee will request financial or personal information (Social Security Number, credit card or bank information, etc.) from you via email. The recruiters will not email you from a public webmail client like Gmail or Yahoo Mail. If you feel suspicious of a job posting or job-related email, let us know by clicking here.

For questions about your job application or this site please contact HCAhrAnswers at 1-844-422-5627 option 1.",3.5,"Medical City Plano
3.5","Plano, TX",1001 to 5000 Employees,1975,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,45,n,n,n,n,n,n,n,n,n, TX,40,70,"Medical City Plano
"
Data Analyst/Operations Research Analyst,45-84,"Data Analyst/Operations Research Analyst

Location: Fort Meade, MD

Department: Defense Intelligence Agency (DIA)/ CYBERCOM

Type: Full Time

Minimum Experience: Experienced

Security Clearance Level: Active TS/SCI w/ CI Poly

*The clearance level stated above must be met for consideration for this specific opportunity. Unfortunately, FTC is unable to sponsor at this time.

Military Veterans and individuals with disabilities are encouraged to apply!

Favor TechConsulting, LLC (FTC) is seeking a talented Data Analyst/Operations Research Analyst with experience within the Intelligence Community.

Essential Duties and Responsibilities:

Provide operations research analysis to support a US CYBERCOMs J2 and Joint Intelligence Operations Center. Work with security defense and combatant command assessments of past activities to progress toward campaign objectives. Leverage advanced technologies, scientific principles, theories, and concepts to assist the client with advancing performance and operating efficiently. Assist the client with planning programs, including recommending technological application programs to accomplish long-range objectives.

Expected Experience:
Prior experience as an Data or Operations Research Analyst
Experience in working with web developers to create leadership and SME dashboards, including web-enabled data collection for operations, activities, and investments (OAIs)
Ability to build analytical models for strategic and campaign assessments, including military assessment and strategic risks
Knowledge of programming languages (e.g. XML, Javascript, ETL Frameworks) and databases (e.g. SQL, SQLite, etc).
Knowledge of database design, data models, data mining, and segmentation techniques
Knowledge on statistical packages for analyzing large datasets (e.g. SAS, Excel, SPSS, etc).
Experience with data analysis tools (e.g. Tableau, RapidMiner, OpenRefine, KNIME, Google Search Operators, NodeXL, etc.).
High Desirable: Prior Intelligence Experience (such as All-Source, CI, HUMINT, SIGINT)
Strong ability to use and create MS Office products such as word documents, PowerPoint, access and excel databases.
Able to work independently and without direct supervision.
Education and/or Work Experience Requirements:
Five (5) years minimum experience. Bachelors degree in Computer Science, Engineering, Engineering Management, Math, or equivalent. An additional four years of relevant of experience may be considered as a substitute.
Physical Requirements:
Ability to safely and successfully perform the essential job functions consistent with the ADA, FMLA and other federal, state and local standards, including meeting qualitative and/or quantitative productivity standards.
Ability to maintain regular, punctual attendance consistent with the ADA, FMLA and other federal, state, local, and organizational standards
Must be able to talk, listen and speak clearly on telephone
Expert-level command of the English language
Additional Information:

U.S Citizenship is required for this specific opportunity and all selected applicants will be subject to a government security investigation. This includes but not limited to; meeting the eligibility requirements for access to classified information and the ability to obtain a government-granted security clearance. Individuals may also be subject to a background investigation including, but not limited to; criminal history, employment verification, education verification, drug testing, and creditworthiness.

Favor TechConsulting is an Equal Opportunity Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, marital status, disability, veteran status, sexual orientation, or genetic information.

Powered by JazzHR",4.1,"Favor TechConsulting
4.1","Fort Meade, MD",201 to 500 Employees,2007,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,13,n,y,n,n,n,y,y,y,n, MD,45,84,"Favor TechConsulting
"
"Lead Data Analyst, Economics & Load Forecasting",74-126,"About us

Every day we deliver safe and secure energy to homes, communities, and businesses. We are there when people need us the most. We connect people to the energy they need for the lives they live. The pace of change in society and our industry is accelerating and our expertise and track record puts us in an unparalleled position to shape the sustainable future of our industry.

To be successful we must anticipate the needs of our customers, reducing the cost of energy delivery today and pioneering the flexible energy systems of tomorrow. This requires us to deliver on our promises and always look for new opportunities to grow, both ourselves and our business.

National Grid is hiring a Lead Analyst for our Economics & Load Forecasting Department in Waltham, MA.
Job Purpose

The Economics & Load Forecasting team produces the electric and gas load forecasts for National Grid as well economic analysis and insight. As a Lead Analyst you will develop, present, and defend the gas and electric load forecasts for our US service territory using econometric methods. You will support internal stakeholders including Supply, Engineering, Regulatory, Strategy, Finance and others. You will assist in the presentation and defense of the forecasts to regulatory bodies in MA, RI, and NY. You will ensure the forecasts incorporate new distributed energy resources, technologies, and policies.
Key Accountabilities

Development of gas and electric load forecast using econometric methods. Perform additional analysis relating to the forecast as necessary.
Ensure the forecasts properly account for distributed energy resources and new technologies and policies (e.g. energy efficiency, demand response, electric vehicles, PV, storage, electrification of heat, etc.).
Update forecast processes and documentation to ensure they are efficient, reviewable, and reliable.
Document, distribute, present, and defend the forecasts, both internally and externally.
Provide expert testimony before regulators and defend the gas/electric forecasts. Respond to data request from regulatory bodies for rate cases and other proceedings.
Collaborate with internal stakeholders (including supply, engineering, regulatory, strategy) regarding forecast methodology and analysis and ensure our deliverables meet their needs.
Stay current in all policies, regulatory requirements, market trends, and industry standards regarding customer energy use and technologies and programs impacting that use, such as energy efficiency and demand response.
Qualifications

Bachelors (Masters or PhD preferred) in statistics, economics, engineering, or related field.
Demonstrated experience with econometric or statistical forecasting or modelling required. Experience in energy load forecasting preferred.
Experience with policy or forecasting distributed resources (e.g. energy efficiency, demand response, electric vehiclels, PV, storage, electrification of heat, etc.) preferred.
Strong written and verbal communication skills including the ability to testify before regulators and respond to regulatory data requests. Ability to explain complex technical concepts to non-technical stakeholders.
Expertise in statistical programming software such as R, SAS, Python required. Advanced SQL skills preferred.
Advanced Excel skills required.
Power BI/Tableau skills preferred.
Relevant energy industry experience in a regulated setting preferred.
Highly motivated with the ability to work effectively both independently and as part of a team.
More Information

This position has a career path which provides for advancement opportunities within and across bands as you develop and evolve in the position; gaining experience, expertise and acquiring and applying technical skills. Internal candidates will be assessed and provided offers against the minimum qualifications of this role and their individual experience.

National Grid is an equal opportunity employer that values a broad diversity of talent, knowledge, experience and expertise. We foster a culture of inclusion that drives employee engagement to deliver superior performance to the communities we serve. National Grid is proud to be an affirmative action employer. We encourage minorities, women, individuals with disabilities and protected veterans to join the National Grid team.",3.5,"National Grid USA
3.5","Waltham, MA",10000+ Employees,1990,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$5 to $10 billion (USD),0,0,30,y,y,n,n,n,y,y,y,n, MA,74,126,"National Grid USA
"
Data Engineer,51-94,"Data Engineer

Benefits Data Trust (BDT)
seeks a capable Data Engineer to help develop our new Google Cloud data platform and run our current data infrastructure. BDT embraces Data4Good and is a fast-growing, digitally enabled non-profit that improves benefits access for thousands of underserved people.

As part of our Data Engineering team in our Data Science department, the Data Engineer will:
Build out our new GCP data platform and collaborate on architectural patterns for it with the Data Engineering team
Support the development of machine learning models with productionizing, monitoring and alerting tools
Write, update, and maintain ETL jobs across our data pipelines (mostly in Airflow)
Implement continuous improvements using our existing tools/technologies, which include SQL, Airflow, Python, Docker/Kubernetes, and others such as Terraform and Apache Beam. May also be expected to research and select other tools when the situation demands
Collaborate with internal customers to identify ongoing platform improvements (teams including Analytics, Projects, Policy, Software Engineering, and others throughout the organization)
Consult to software engineers on data-related changes to BDT’s suite of software applications, including schema/model design, table structure, and data collection
Engage with colleagues and collaborators using curiosity, critical thinking, a drive to completion, empathy, and a focus on impact
Follow existing data access and performance design standards for the data platform, software engineering, and all products and services accessing BDT information
Based in our Center City Philadelphia office, the Data Engineer reports to the Director of Data Science.

Due to COVID-19, BDT is operating under a remote-working protocol, following governmental requirements and CDC guidelines. While this job will begin as fully remote, when BDT determines it is safe to do so based on public health recommendations, we will move back into our Centre Square office. At that time, all Philadelphia-based staff are expected to transition back into the office.

Successful candidates will demonstrate the following through their experience (typically 3-5 years as a Data Engineer):
Communication and Relationship-building – with technical peers and some stakeholders
Cloud-based Solution Implementation, of data platforms and infrastructure, including event-driven architectures, microservices and pattern design, supporting compliance and regulated environments (including PII and PHI)
Workflow and pipeline development to ensure reliability, availability, and consistency
Systems Engineering – on-system service management, typically in *nix environments
Data Modeling and Warehousing – proficient understanding of relational data structures and schemas; some familiarity with semi-structured, unstructured (big data) schemas
Automation, monitoring, and alerting – creating these tools based on existing designs and frameworks; resolving bugs and issues
Cloud engineering – working towards certification on any of the major hyperscale cloud platforms
Data Encapsulation & Transfer methodologies – understands standards for file formats and transfer methods
Also interested in relevant experience including:
o Experience with BI implementations/uplifts (we currently use Looker) and/or Data Governance models and methods
o Machine learning techniques, productionizing machine learning models, and/or creating models
About BDT

Benefits Data Trust (BDT) is a national nonprofit that helps people live healthier, more independent lives by creating smarter ways to access essential benefits and services. Each year, BDT helps tens of thousands of people receive critical supports using data, technology, targeted outreach, and policy change. Since its inception in 2005, BDT has screened more than one million households and secured over $7 billion in benefits and services. BDT employs more than 200 people and provides enrollment assistance to individuals in six states, and policy assistance to states nationwide. For more information, visit bdtrust.org.",3.2,"Benefits Data Trust
3.2","Philadelphia, PA",51 to 200 Employees,2005,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),0,0,15,y,n,n,n,n,y,n,n,n, PA,51,94,"Benefits Data Trust
"
Data Engineer,98-134,"Ibotta is looking for a Data Engineer to build something great with us. As part of the Data Services team, you will work with both Engineering and Analytics to develop and own stable, scalable, and forward-thinking data-driven processes. We're looking for a self-motivated engineer who has a passion for working with an event-based architecture heavily leveraging AWS cloud tools. The data engineering team is core to driving and delivering the current and future data, analytics, and decisioning platforms across Ibotta.

Here is what you'll be doing:
Embrace and uphold Ibotta's Core Values: Integrity, Boldness, Outhustle, Teamwork, Transparency & A good idea can come from anywhere
Work with engineering, analytics, and product management to implement and support event-driven processes
Be a key contributor in the engineering of distributed systems, frameworks, and design patterns of BI and Data Science/Machine Learning
Use Scala, Java, or Python to utilize Hadoop/Spark to collect and analyze large-scale datasets
Design, implement and maintain distributed messaging systems
Build, monitor, and maintain data ETL pipelines
Help manage Data Governance and Security
Administer and maintain our data infrastructure
Mentor junior data engineers in principles and best practices
Share relevant knowledge and evangelize Data Engineering with Platform and Analytics teams
Here is what we're looking for:
Bachelor's degree in Computer Science, Engineering or a related field or equivalent work experience
2+ years of experience in software development, preferably with Scala, Java, or Python
1-2+ years of experience working in the Hadoop ecosystem, using tools such as Hive, Spark, or Pig
Proven expertise in taking data projects from ideation to implementation
Some experience with event-driven architecture design patterns and practices
Experience in database design and architecture principles, and strong SQL abilities
Experience with the following a strong plus:
AWS Cloud Services, like EC2, EMR, RDS, or Redshift
Experience with Python, Hadoop, Hive, and Spark (either PySpark or Scala)
Message Brokers such as Kafka or Kinesis
ETL tools and processes (Airflow or other similar tools)
Agile (Kanban or Scrum) development experience
About Us:

Headquartered in Denver, CO, Ibotta (""I bought a..."") is a free mobile shopping and payments app that has delivered more than $675 million in cumulative cash rewards to its users for making purchases in-store, on mobile apps, or via websites. Launched in 2012, Ibotta has more than 35 million downloads and has become one of the most frequently used shopping apps in the United States. The Ibotta platform provides cash back on purchases at more than 1,500 leading brands and hundreds of retailer partners. In 2019, Ibotta launched its payments solution, Pay with Ibotta™, enabling shoppers to pay for their entire purchase through the Ibotta app and instantly earn cash back. Ibotta was named to the 2019 Inc. 5000 list of fastest-growing private companies in the U.S., after debuting on the list in 2018. The company recently became the first mobile consumer technology company in Colorado to achieve $1B in valuation.

Learn more about Ibotta here: https://liferewarded.ibotta.com/press-and-media/

Additional Details:
This position is located in Denver, CO and includes competitive pay, benefits package (including medical, dental, vision), 401k, and equity.
Ibotta is an Equal Opportunity Employer. Ibotta's employment decisions are made without regard with race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, gender identity, sexual orientation, or any other legally protected status
Applicants must be currently authorized to work in the United States on a full-time basis.
For the security of our employees and the business, all employees are responsible for the secure handling of data in accordance with our security policies, identifying and reporting phishing attempts, as well as reporting security incidents to the proper channels.",3.6,"Ibotta
3.6","Denver, CO",501 to 1000 Employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,8,y,n,y,y,n,y,n,n,n, CO,98,134,"Ibotta
"
Cloud Data Engineer,53-100,"Who We Are!

At Maven Wave, we are relentless in hiring the industrys top talent. Each employee is hand-picked not only for their skills, but for their personality and broad expertise. We are looking for this rare combination of talent that sets us apart in the industry.

Maven Wave helps leading companies make the shift to digital and shorten the fuse to innovation. We combine the expertise of top-tier consulting with the agility of a cutting-edge technology firm. This multidisciplinary blend of skills allows us to create unique digital advantages for our clients. Maven Waves digital solutions are agile, mobile, rooted in analytics, and built in the cloud.


Maven Wave, Google, and YOU: Help us build data driven cloud solutions.

We are looking for a skilled Cloud Data Engineer to design, build, and test data ingestion and ETL programs with a strong focus on performance and data quality management.

Your Life As a Maven:
Build and implement complex data solutions in the cloud (AWS, GCP and/or Microsoft).
Uncover and recommend remediations for data quality anomalies.
Investigate, recommend and implement data ingestion and ETL performance improvements.
Document data ingestion and ETL program designs, present findings, conduct peer code reviews.
Develop and execute test plans to validate code.
Your Expertise:
4+ years experience building complex ETL programs with Informatica, DataStage, Spark, Dataflow, etc.
3+ years experience in Python and/or Java, developing complex SQL queries, and working with relational database technologies.
Experience configuring big data solutions in a cloud environment (AWS, Azure or GCP).
Experience using cloud storage and computing technologies such as BigQuery, RedShift, or Snowflake.
Experience developing complex technical and ETL programs within a Hadoop ecosystem.
Must have a bachelors degree in Computer Science, Technology, Computer Information Systems, Computer Applications, Engineering, or a related field.
Your X-Factor:
Aptitude - You have an innate capacity to transition from project to project without skipping a beat.
Communication - You have excellent written and verbal communication skills for coordination across projects and teams.
Impact - You are a critical thinker with an emphasis on creativity and innovation.
Passion - You have the drive to succeed paired with a continuous hunger to learn.
Leadership - You are trusted, empathetic, accountable, and empower others around you.
Why Were Proud To Be Mavens!
Google Cloud North America Services Partner of the Year 2019, 2018
#21 Best Workplaces in Chicago, FORTUNE, 2018
Great Place To Work Certification, Great Place to Work, 2017 & 2018
Fast Fifty, Crain's Chicago Business
101 Best and Brightest Companies to Work For, National Association for Business Resources (NABR)
Top Google Cloud Partner, Clutch
Fastest Growing Consulting Firms in North America (#11, #37), Consulting Magazine
Top IT Services Companies, Clutch
Google Global Rising Star Partner of the Year
Ready to Learn More?
Life as a Maven
Check out the Data Team
See what Glassdoor has to say
Real Customer Stories",4.2,"Maven Wave Partners
4.2","Chicago, IL",201 to 500 Employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,0,12,y,n,y,y,n,y,n,y,n, IL,53,100,"Maven Wave Partners
"
Data Scientist active TS/SCI,83-136,"We are currently seeking an innovative, experienced, and highly-skilled Data Scientist to join our growing Advanced Analytics team in Ft. Belvoir, VA. In this role, you will create and develop custom solutions for our users in a collaborative, fast-paced, state-of-the art environment. To be successful in this role, you will be thorough, creative, and exceptionally well-skilled in all phases of the development lifecycle, with a passion for continued learning and collaboration.
*This position is located in Ft. Belvoir, VA and requires an active TS/SCI clearance*

The Data Scientist will:
Demonstrate the ability to frame and scale data problems to analyze, visualize, and find data solutions.
Manipulate common data formats, including comma-delimited, text files, and JSON.
Transform data and analysis into informative visualizations and interactive dashboards using open-source and commercially available tools.
Derive insights and analytic narratives from data and visualizations for effective storytelling and clear communication in response to client research questions.
Establish data science pipelines.
Develop, train, test, deploy, and sustain AI and machine learning models.
Leverage data patterns and other development methods to optimize code and reduce computational cost.
Develop front-end interfaces to facilitate usage of developed AI/ML solutions
Work in a fast-paced, solutions-oriented environment focused on client deliverables, analysis, and reporting.

Active TS/SCI clearance
Bachelor’s degree in data science, mathematics, statistics, economics, computer science, engineering, or a related business or quantitative discipline strongly preferred. Master's degree in these disciplines preferred.
Experience working with Scala, Python, Java
5-10+ years of related experience required
Advanced data science experience required
Significant experience with databases
Experience and familiarity with Agile-Scrum software development
Experience gathering and decomposing requirements
Proven record of solution development and deployment
Familiarity with web based application development
Experience with testing, use case, and user stories
Outstanding communication skills, written and verbal
Highly-organized and able to manage multiple projects simultaneously
Team-player mentality with a positive attitude
Keen attention to detail and solid analytical skills
Able to articulate complex, abstract concepts concisely and effectively
#LI-SH1

LMI is an Equal Opportunity Employer-all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, or national origin.",4.1,"LMI
4.1","Fort Belvoir, VA",1001 to 5000 Employees,1961,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),0,0,59,y,n,n,n,n,n,n,n,n, VA,83,136,"LMI
"
